#k,QQ,x_b,t,phi_x,F,sigmaF,F1,F2
5.75000,2.78000,0.33500,-0.20000,202.58000,0.04020,0.01150,0.64892,1.01978
5.75000,2.78000,0.33500,-0.20000,217.63000,0.05350,0.01270,0.64892,1.01978
5.75000,2.78000,0.33500,-0.20000,232.67000,0.07960,0.01480,0.64892,1.01978
5.75000,2.78000,0.33500,-0.20000,247.71000,0.05630,0.01000,0.64892,1.01978
5.75000,2.78000,0.33500,-0.20000,262.75000,0.06880,0.01020,0.64892,1.01978
5.75000,2.78000,0.33500,-0.20000,277.77000,0.09580,0.01470,0.64892,1.01978
5.75000,2.78000,0.33500,-0.20000,292.78000,0.13180,0.01860,0.64892,1.01978
5.75000,2.78000,0.33500,-0.20000,307.78000,0.14750,0.01710,0.64892,1.01978
5.75000,2.78000,0.33500,-0.20000,322.71000,0.14780,0.01400,0.64892,1.01978
5.75000,2.78000,0.33500,-0.20000,337.58000,0.18410,0.01510,0.64892,1.01978
5.75000,2.78000,0.33500,-0.20000,352.50000,0.22720,0.01950,0.64892,1.01978
5.75000,2.78000,0.33500,-0.26000,7.60000,0.20010,0.01600,0.58528,0.88573
5.75000,2.78000,0.33500,-0.26000,22.58000,0.21730,0.01600,0.58528,0.88573
5.75000,2.78000,0.33500,-0.26000,37.36000,0.15520,0.01120,0.58528,0.88573
5.75000,2.78000,0.33500,-0.26000,52.11000,0.13030,0.01020,0.58528,0.88573
5.75000,2.78000,0.33500,-0.26000,67.13000,0.08340,0.00940,0.58528,0.88573
5.75000,2.78000,0.33500,-0.26000,82.16000,0.07310,0.01080,0.58528,0.88573
5.75000,2.78000,0.33500,-0.26000,97.20000,0.05950,0.00950,0.58528,0.88573
5.75000,2.78000,0.33500,-0.26000,112.25000,0.04070,0.00620,0.58528,0.88573
5.75000,2.78000,0.33500,-0.26000,127.30000,0.02740,0.00510,0.58528,0.88573
5.75000,2.78000,0.33500,-0.26000,142.36000,0.03150,0.00680,0.58528,0.88573
5.75000,2.78000,0.33500,-0.26000,157.41000,0.02430,0.00550,0.58528,0.88573
5.75000,2.78000,0.33500,-0.26000,172.47000,0.02460,0.00610,0.58528,0.88573
5.75000,2.78000,0.33500,-0.26000,187.53000,0.02410,0.00670,0.58528,0.88573
5.75000,2.78000,0.33500,-0.26000,202.59000,0.02950,0.00520,0.58528,0.88573
5.75000,2.78000,0.33500,-0.26000,217.64000,0.03960,0.00620,0.58528,0.88573
5.75000,2.78000,0.33500,-0.26000,232.70000,0.03630,0.00650,0.58528,0.88573
5.75000,2.78000,0.33500,-0.26000,247.75000,0.04280,0.00670,0.58528,0.88573
5.75000,2.78000,0.33500,-0.26000,262.80000,0.05180,0.00760,0.58528,0.88573
5.75000,2.78000,0.33500,-0.26000,277.84000,0.05150,0.00780,0.58528,0.88573
5.75000,2.78000,0.33500,-0.26000,292.87000,0.07940,0.01000,0.58528,0.88573
5.75000,2.78000,0.33500,-0.26000,307.89000,0.12880,0.01200,0.58528,0.88573
5.75000,2.78000,0.33500,-0.26000,322.64000,0.16810,0.01180,0.58528,0.88573
5.75000,2.78000,0.33500,-0.26000,337.42000,0.20250,0.01320,0.58528,0.88573
5.75000,2.78000,0.33500,-0.26000,352.40000,0.24320,0.01670,0.58528,0.88573
5.75000,2.78000,0.33500,-0.34000,7.72000,0.31520,0.02160,0.51603,0.74472
5.75000,2.78000,0.33500,-0.34000,22.73000,0.20190,0.01520,0.51603,0.74472
5.75000,2.78000,0.33500,-0.34000,37.54000,0.13180,0.00930,0.51603,0.74472
5.75000,2.78000,0.33500,-0.34000,51.99000,0.10660,0.00820,0.51603,0.74472
5.75000,2.78000,0.33500,-0.34000,67.04000,0.06990,0.00750,0.51603,0.74472
5.75000,2.78000,0.33500,-0.34000,82.10000,0.05300,0.00680,0.51603,0.74472
5.75000,2.78000,0.33500,-0.34000,97.16000,0.03510,0.00550,0.51603,0.74472
5.75000,2.78000,0.33500,-0.34000,112.22000,0.03000,0.00500,0.51603,0.74472
5.75000,2.78000,0.33500,-0.34000,127.28000,0.02070,0.00400,0.51603,0.74472
5.75000,2.78000,0.33500,-0.34000,142.35000,0.01420,0.00420,0.51603,0.74472
5.75000,2.78000,0.33500,-0.34000,157.41000,0.02170,0.00490,0.51603,0.74472
5.75000,2.78000,0.33500,-0.34000,172.47000,0.01690,0.00450,0.51603,0.74472
5.75000,2.78000,0.33500,-0.34000,187.53000,0.00920,0.00340,0.51603,0.74472
5.75000,2.78000,0.33500,-0.34000,202.59000,0.01880,0.00390,0.51603,0.74472
5.75000,2.78000,0.33500,-0.34000,217.65000,0.02220,0.00420,0.51603,0.74472
5.75000,2.78000,0.33500,-0.34000,232.72000,0.02730,0.00480,0.51603,0.74472
5.75000,2.78000,0.33500,-0.34000,247.78000,0.03060,0.00590,0.51603,0.74472
5.75000,2.78000,0.33500,-0.34000,262.84000,0.03530,0.00510,0.51603,0.74472
5.75000,2.78000,0.33500,-0.34000,277.90000,0.05610,0.00610,0.51603,0.74472
5.75000,2.78000,0.33500,-0.34000,292.96000,0.05890,0.00690,0.51603,0.74472
5.75000,2.78000,0.33500,-0.34000,308.01000,0.08830,0.00880,0.51603,0.74472
5.75000,2.78000,0.33500,-0.34000,322.46000,0.13800,0.00990,0.51603,0.74472
5.75000,2.78000,0.33500,-0.34000,337.27000,0.18550,0.01210,0.51603,0.74472
5.75000,2.78000,0.33500,-0.34000,352.28000,0.27030,0.01800,0.51603,0.74472
5.75000,2.78000,0.33500,-0.45000,8.65000,0.00000,0.00000,0.44130,0.59989
5.75000,2.78000,0.33500,-0.45000,23.43000,0.16540,0.01390,0.44130,0.59989
5.75000,2.78000,0.33500,-0.45000,37.70000,0.09940,0.00690,0.44130,0.59989
5.75000,2.78000,0.33500,-0.45000,51.87000,0.06460,0.00510,0.44130,0.59989
5.75000,2.78000,0.33500,-0.45000,66.97000,0.04680,0.00500,0.44130,0.59989
5.75000,2.78000,0.33500,-0.45000,82.05000,0.02430,0.00360,0.44130,0.59989
5.75000,2.78000,0.33500,-0.45000,97.13000,0.02150,0.00360,0.44130,0.59989
5.75000,2.78000,0.33500,-0.45000,112.20000,0.01490,0.00320,0.44130,0.59989
5.75000,2.78000,0.33500,-0.45000,127.27000,0.01400,0.00330,0.44130,0.59989
5.75000,2.78000,0.33500,-0.45000,142.34000,0.01110,0.00350,0.44130,0.59989
5.75000,2.78000,0.33500,-0.45000,157.41000,0.00970,0.00330,0.44130,0.59989
5.75000,2.78000,0.33500,-0.45000,172.48000,0.01120,0.00410,0.44130,0.59989
5.75000,2.78000,0.33500,-0.45000,187.52000,0.01530,0.00510,0.44130,0.59989
5.75000,2.78000,0.33500,-0.45000,202.59000,0.00850,0.00280,0.44130,0.59989
5.75000,2.78000,0.33500,-0.45000,217.66000,0.00940,0.00230,0.44130,0.59989
5.75000,2.78000,0.33500,-0.45000,232.73000,0.01490,0.00370,0.44130,0.59989
5.75000,2.78000,0.33500,-0.45000,247.80000,0.01910,0.00390,0.44130,0.59989
5.75000,2.78000,0.33500,-0.45000,262.87000,0.02000,0.00300,0.44130,0.59989
5.75000,2.78000,0.33500,-0.45000,277.95000,0.02570,0.00320,0.44130,0.59989
5.75000,2.78000,0.33500,-0.45000,293.03000,0.04300,0.00500,0.44130,0.59989
5.75000,2.78000,0.33500,-0.45000,308.13000,0.06350,0.00610,0.44130,0.59989
5.75000,2.78000,0.33500,-0.45000,322.30000,0.10340,0.00730,0.44130,0.59989
5.75000,2.78000,0.33500,-0.45000,336.57000,0.18340,0.01190,0.44130,0.59989
5.75000,2.78000,0.33500,-0.45000,351.35000,0.00000,0.00000,0.44130,0.59989
5.75000,2.35000,0.36500,-0.20000,7.46000,0.06470,0.01230,0.64892,1.01978
5.75000,2.35000,0.36500,-0.20000,22.40000,0.06450,0.01320,0.64892,1.01978
5.75000,2.35000,0.36500,-0.20000,37.35000,0.04930,0.01020,0.64892,1.01978
5.75000,2.35000,0.36500,-0.20000,52.31000,0.05350,0.01050,0.64892,1.01978
5.75000,2.35000,0.36500,-0.20000,67.29000,0.03960,0.01030,0.64892,1.01978
5.75000,2.35000,0.36500,-0.20000,82.29000,0.02890,0.00920,0.64892,1.01978
5.75000,2.35000,0.36500,-0.20000,97.30000,0.06380,0.02140,0.64892,1.01978
5.75000,2.35000,0.36500,-0.20000,112.32000,0.04260,0.02620,0.64892,1.01978
5.75000,2.35000,0.36500,-0.20000,127.35000,0.00000,0.00000,0.64892,1.01978
5.75000,2.35000,0.36500,-0.20000,142.38000,0.00000,0.00000,0.64892,1.01978
5.75000,2.35000,0.36500,-0.20000,157.43000,0.00000,0.00000,0.64892,1.01978
5.75000,2.35000,0.36500,-0.20000,172.48000,0.00000,0.00000,0.64892,1.01978
5.75000,2.35000,0.36500,-0.20000,187.52000,0.00000,0.00000,0.64892,1.01978
5.75000,2.35000,0.36500,-0.20000,202.57000,0.00000,0.00000,0.64892,1.01978
5.75000,2.35000,0.36500,-0.20000,217.62000,0.00000,0.00000,0.64892,1.01978
5.75000,2.35000,0.36500,-0.20000,232.65000,0.00000,0.00000,0.64892,1.01978
5.75000,2.35000,0.36500,-0.20000,247.68000,0.00000,0.00000,0.64892,1.01978
5.75000,2.35000,0.36500,-0.20000,262.70000,0.05450,0.02210,0.64892,1.01978
5.75000,2.35000,0.36500,-0.20000,277.71000,0.05380,0.01750,0.64892,1.01978
5.75000,2.35000,0.36500,-0.20000,292.71000,0.09720,0.02210,0.64892,1.01978
5.75000,2.35000,0.36500,-0.20000,307.69000,0.05030,0.01180,0.64892,1.01978
5.75000,2.35000,0.36500,-0.20000,322.65000,0.07730,0.01300,0.64892,1.01978
5.75000,2.35000,0.36500,-0.20000,337.60000,0.06270,0.01050,0.64892,1.01978
5.75000,2.35000,0.36500,-0.20000,352.54000,0.07910,0.01230,0.64892,1.01978
5.75000,2.35000,0.36500,-0.26000,7.44000,0.07510,0.00970,0.58528,0.88573
5.75000,2.35000,0.36500,-0.26000,22.32000,0.05390,0.00840,0.58528,0.88573
5.75000,2.35000,0.36500,-0.26000,37.24000,0.05970,0.00770,0.58528,0.88573
5.75000,2.35000,0.36500,-0.26000,52.20000,0.04880,0.00670,0.58528,0.88573
5.75000,2.35000,0.36500,-0.26000,67.19000,0.04220,0.00730,0.58528,0.88573
5.75000,2.35000,0.36500,-0.26000,82.20000,0.03220,0.00970,0.58528,0.88573
5.75000,2.35000,0.36500,-0.26000,97.22000,0.03830,0.01410,0.58528,0.88573
5.75000,2.35000,0.36500,-0.26000,112.26000,0.04060,0.01890,0.58528,0.88573
5.75000,2.35000,0.36500,-0.26000,127.30000,0.00000,0.00000,0.58528,0.88573
5.75000,2.35000,0.36500,-0.26000,142.35000,0.00000,0.00000,0.58528,0.88573
5.75000,2.35000,0.36500,-0.26000,157.41000,0.00000,0.00000,0.58528,0.88573
5.75000,2.35000,0.36500,-0.26000,172.47000,0.00000,0.00000,0.58528,0.88573
5.75000,2.35000,0.36500,-0.26000,187.53000,0.00000,0.00000,0.58528,0.88573
5.75000,2.35000,0.36500,-0.26000,202.59000,0.00000,0.00000,0.58528,0.88573
5.75000,2.35000,0.36500,-0.26000,217.65000,0.00000,0.00000,0.58528,0.88573
5.75000,2.35000,0.36500,-0.26000,232.70000,0.00000,0.00000,0.58528,0.88573
5.75000,2.35000,0.36500,-0.26000,247.74000,0.00000,0.00000,0.58528,0.88573
5.75000,2.35000,0.36500,-0.26000,262.78000,0.04390,0.01220,0.58528,0.88573
5.75000,2.35000,0.36500,-0.26000,277.80000,0.04170,0.01150,0.58528,0.88573
5.75000,2.35000,0.36500,-0.26000,292.81000,0.03710,0.00900,0.58528,0.88573
5.75000,2.35000,0.36500,-0.26000,307.80000,0.05120,0.00830,0.58528,0.88573
5.75000,2.35000,0.36500,-0.26000,322.76000,0.06590,0.00810,0.58528,0.88573
5.75000,2.35000,0.36500,-0.26000,337.68000,0.08790,0.00890,0.58528,0.88573
5.75000,2.35000,0.36500,-0.26000,352.56000,0.10170,0.01050,0.58528,0.88573
5.75000,2.35000,0.36500,-0.34000,7.39000,0.09450,0.00910,0.51603,0.74472
5.75000,2.35000,0.36500,-0.34000,22.22000,0.08970,0.00960,0.51603,0.74472
5.75000,2.35000,0.36500,-0.34000,37.12000,0.06100,0.00710,0.51603,0.74472
5.75000,2.35000,0.36500,-0.34000,52.09000,0.04150,0.00520,0.51603,0.74472
5.75000,2.35000,0.36500,-0.34000,67.09000,0.04330,0.00580,0.51603,0.74472
5.75000,2.35000,0.36500,-0.34000,82.12000,0.03840,0.00950,0.51603,0.74472
5.75000,2.35000,0.36500,-0.34000,97.17000,0.02200,0.01060,0.51603,0.74472
5.75000,2.35000,0.36500,-0.34000,112.22000,0.00000,0.00000,0.51603,0.74472
5.75000,2.35000,0.36500,-0.34000,127.28000,0.00000,0.00000,0.51603,0.74472
5.75000,2.35000,0.36500,-0.34000,142.33000,0.00000,0.00000,0.51603,0.74472
5.75000,2.35000,0.36500,-0.34000,157.40000,0.00000,0.00000,0.51603,0.74472
5.75000,2.35000,0.36500,-0.34000,172.47000,0.00000,0.00000,0.51603,0.74472
5.75000,2.35000,0.36500,-0.34000,187.53000,0.00000,0.00000,0.51603,0.74472
5.75000,2.35000,0.36500,-0.34000,202.60000,0.00000,0.00000,0.51603,0.74472
5.75000,2.35000,0.36500,-0.34000,217.67000,0.00000,0.00000,0.51603,0.74472
5.75000,2.35000,0.36500,-0.34000,232.72000,0.00000,0.00000,0.51603,0.74472
5.75000,2.35000,0.36500,-0.34000,247.78000,0.00000,0.00000,0.51603,0.74472
5.75000,2.35000,0.36500,-0.34000,262.83000,0.00000,0.00000,0.51603,0.74472
5.75000,2.35000,0.36500,-0.34000,277.88000,0.02780,0.00800,0.51603,0.74472
5.75000,2.35000,0.36500,-0.34000,292.91000,0.02890,0.00610,0.51603,0.74472
5.75000,2.35000,0.36500,-0.34000,307.91000,0.04270,0.00640,0.51603,0.74472
5.75000,2.35000,0.36500,-0.34000,322.88000,0.07220,0.00740,0.51603,0.74472
5.75000,2.35000,0.36500,-0.34000,337.78000,0.06800,0.00660,0.51603,0.74472
5.75000,2.35000,0.36500,-0.34000,352.61000,0.07620,0.00690,0.51603,0.74472
5.75000,2.35000,0.36500,-0.45000,7.31000,0.08000,0.00660,0.44130,0.59989
5.75000,2.35000,0.36500,-0.45000,22.05000,0.06370,0.00620,0.44130,0.59989
5.75000,2.35000,0.36500,-0.45000,36.96000,0.04970,0.00510,0.44130,0.59989
5.75000,2.35000,0.36500,-0.45000,51.96000,0.03400,0.00390,0.44130,0.59989
5.75000,2.35000,0.36500,-0.45000,67.00000,0.02080,0.00320,0.44130,0.59989
5.75000,2.35000,0.36500,-0.45000,82.05000,0.00000,0.00000,0.44130,0.59989
5.75000,2.35000,0.36500,-0.45000,97.12000,0.00000,0.00000,0.44130,0.59989
5.75000,2.35000,0.36500,-0.45000,112.20000,0.00000,0.00000,0.44130,0.59989
5.75000,2.35000,0.36500,-0.45000,127.25000,0.00000,0.00000,0.44130,0.59989
5.75000,2.35000,0.36500,-0.45000,142.33000,0.00000,0.00000,0.44130,0.59989
5.75000,2.35000,0.36500,-0.45000,157.40000,0.00000,0.00000,0.44130,0.59989
5.75000,2.35000,0.36500,-0.45000,172.47000,0.00000,0.00000,0.44130,0.59989
5.75000,2.35000,0.36500,-0.45000,187.53000,0.00000,0.00000,0.44130,0.59989
5.75000,2.35000,0.36500,-0.45000,202.60000,0.00000,0.00000,0.44130,0.59989
5.75000,2.35000,0.36500,-0.45000,217.67000,0.00000,0.00000,0.44130,0.59989
5.75000,2.35000,0.36500,-0.45000,232.75000,0.00000,0.00000,0.44130,0.59989
5.75000,2.35000,0.36500,-0.45000,247.80000,0.00000,0.00000,0.44130,0.59989
5.75000,2.35000,0.36500,-0.45000,262.88000,0.00000,0.00000,0.44130,0.59989
5.75000,2.35000,0.36500,-0.45000,277.95000,0.01750,0.00520,0.44130,0.59989
5.75000,2.35000,0.36500,-0.45000,293.00000,0.01400,0.00360,0.44130,0.59989
5.75000,2.35000,0.36500,-0.45000,308.04000,0.03760,0.00520,0.44130,0.59989
5.75000,2.35000,0.36500,-0.45000,323.04000,0.05410,0.00510,0.44130,0.59989
5.75000,2.35000,0.36500,-0.45000,337.95000,0.07030,0.00540,0.44130,0.59989
5.75000,2.35000,0.36500,-0.45000,352.69000,0.07870,0.00570,0.44130,0.59989
5.75000,2.97000,0.36400,-0.20000,7.46000,0.09710,0.01490,0.64892,1.01978
5.75000,2.97000,0.36400,-0.20000,22.40000,0.08330,0.01360,0.64892,1.01978
5.75000,2.97000,0.36400,-0.20000,37.35000,0.06280,0.01040,0.64892,1.01978
5.75000,2.97000,0.36400,-0.20000,52.32000,0.07040,0.01050,0.64892,1.01978
5.75000,2.97000,0.36400,-0.20000,67.31000,0.07510,0.01190,0.64892,1.01978
5.75000,2.97000,0.36400,-0.20000,82.31000,0.06640,0.01260,0.64892,1.01978
5.75000,2.97000,0.36400,-0.20000,97.32000,0.04680,0.01240,0.64892,1.01978
5.75000,2.97000,0.36400,-0.20000,112.34000,0.05380,0.01510,0.64892,1.01978
5.75000,2.97000,0.36400,-0.20000,127.37000,0.03300,0.01530,0.64892,1.01978
5.75000,2.97000,0.36400,-0.20000,142.40000,0.00000,0.00000,0.64892,1.01978
5.75000,2.97000,0.36400,-0.20000,157.44000,0.00000,0.00000,0.64892,1.01978
5.75000,2.97000,0.36400,-0.20000,172.48000,0.00000,0.00000,0.64892,1.01978
5.75000,2.97000,0.36400,-0.20000,187.52000,0.00000,0.00000,0.64892,1.01978
5.75000,2.97000,0.36400,-0.20000,202.56000,0.00000,0.00000,0.64892,1.01978
5.75000,2.97000,0.36400,-0.20000,217.60000,0.00000,0.00000,0.64892,1.01978
5.75000,2.97000,0.36400,-0.20000,232.63000,0.00000,0.00000,0.64892,1.01978
5.75000,2.97000,0.36400,-0.20000,247.66000,0.03900,0.01220,0.64892,1.01978
5.75000,2.97000,0.36400,-0.20000,262.68000,0.07390,0.01380,0.64892,1.01978
5.75000,2.97000,0.36400,-0.20000,277.69000,0.06930,0.01350,0.64892,1.01978
5.75000,2.97000,0.36400,-0.20000,292.69000,0.07150,0.01300,0.64892,1.01978
5.75000,2.97000,0.36400,-0.20000,307.68000,0.07990,0.01250,0.64892,1.01978
5.75000,2.97000,0.36400,-0.20000,322.65000,0.11130,0.01400,0.64892,1.01978
5.75000,2.97000,0.36400,-0.20000,337.60000,0.10600,0.01350,0.64892,1.01978
5.75000,2.97000,0.36400,-0.20000,352.54000,0.14180,0.01690,0.64892,1.01978
5.75000,2.97000,0.36500,-0.26000,7.44000,0.11490,0.01120,0.58528,0.88573
5.75000,2.97000,0.36500,-0.26000,22.39000,0.10400,0.01050,0.58528,0.88573
5.75000,2.97000,0.36500,-0.26000,37.23000,0.10530,0.00950,0.58528,0.88573
5.75000,2.97000,0.36500,-0.26000,52.19000,0.06950,0.00760,0.58528,0.88573
5.75000,2.97000,0.36500,-0.26000,67.19000,0.07320,0.00970,0.58528,0.88573
5.75000,2.97000,0.36500,-0.26000,82.21000,0.03950,0.00700,0.58528,0.88573
5.75000,2.97000,0.36500,-0.26000,97.24000,0.03900,0.00650,0.58528,0.88573
5.75000,2.97000,0.36500,-0.26000,112.28000,0.03690,0.00550,0.58528,0.88573
5.75000,2.97000,0.36500,-0.26000,127.32000,0.02820,0.00530,0.58528,0.88573
5.75000,2.97000,0.36500,-0.26000,142.37000,0.03330,0.00930,0.58528,0.88573
5.75000,2.97000,0.36500,-0.26000,157.42000,0.02650,0.01050,0.58528,0.88573
5.75000,2.97000,0.36500,-0.26000,172.48000,0.03000,0.01410,0.58528,0.88573
5.75000,2.97000,0.36500,-0.26000,187.52000,0.00000,0.00000,0.58528,0.88573
5.75000,2.97000,0.36500,-0.26000,202.58000,0.02430,0.00800,0.58528,0.88573
5.75000,2.97000,0.36500,-0.26000,217.63000,0.00000,0.00000,0.58528,0.88573
5.75000,2.97000,0.36500,-0.26000,232.68000,0.03010,0.00650,0.58528,0.88573
5.75000,2.97000,0.36500,-0.26000,247.72000,0.03220,0.00530,0.58528,0.88573
5.75000,2.97000,0.36500,-0.26000,262.76000,0.03200,0.00500,0.58528,0.88573
5.75000,2.97000,0.36500,-0.26000,277.79000,0.05270,0.00800,0.58528,0.88573
5.75000,2.97000,0.36500,-0.26000,292.81000,0.06330,0.00970,0.58528,0.88573
5.75000,2.97000,0.36500,-0.26000,307.81000,0.08470,0.01090,0.58528,0.88573
5.75000,2.97000,0.36500,-0.26000,322.77000,0.10580,0.00960,0.58528,0.88573
5.75000,2.97000,0.36500,-0.26000,337.61000,0.12550,0.01000,0.58528,0.88573
5.75000,2.97000,0.36500,-0.26000,352.56000,0.14040,0.01170,0.58528,0.88573
5.75000,2.97000,0.36500,-0.34000,7.48000,0.14720,0.01160,0.51603,0.74472
5.75000,2.97000,0.36500,-0.34000,22.49000,0.11670,0.00970,0.51603,0.74472
5.75000,2.97000,0.36500,-0.34000,37.22000,0.07850,0.00690,0.51603,0.74472
5.75000,2.97000,0.36500,-0.34000,52.07000,0.06000,0.00570,0.51603,0.74472
5.75000,2.97000,0.36500,-0.34000,67.10000,0.04270,0.00540,0.51603,0.74472
5.75000,2.97000,0.36500,-0.34000,82.14000,0.03980,0.00660,0.51603,0.74472
5.75000,2.97000,0.36500,-0.34000,97.19000,0.02800,0.00510,0.51603,0.74472
5.75000,2.97000,0.36500,-0.34000,112.24000,0.02320,0.00350,0.51603,0.74472
5.75000,2.97000,0.36500,-0.34000,127.30000,0.01650,0.00340,0.51603,0.74472
5.75000,2.97000,0.36500,-0.34000,142.35000,0.01020,0.00330,0.51603,0.74472
5.75000,2.97000,0.36500,-0.34000,157.41000,0.00980,0.00380,0.51603,0.74472
5.75000,2.97000,0.36500,-0.34000,172.47000,0.01120,0.00440,0.51603,0.74472
5.75000,2.97000,0.36500,-0.34000,187.53000,0.00880,0.00400,0.51603,0.74472
5.75000,2.97000,0.36500,-0.34000,202.59000,0.01310,0.00350,0.51603,0.74472
5.75000,2.97000,0.36500,-0.34000,217.65000,0.01370,0.00330,0.51603,0.74472
5.75000,2.97000,0.36500,-0.34000,232.70000,0.01640,0.00370,0.51603,0.74472
5.75000,2.97000,0.36500,-0.34000,247.76000,0.01400,0.00310,0.51603,0.74472
5.75000,2.97000,0.36500,-0.34000,262.81000,0.02430,0.00400,0.51603,0.74472
5.75000,2.97000,0.36500,-0.34000,277.86000,0.03180,0.00530,0.51603,0.74472
5.75000,2.97000,0.36500,-0.34000,292.90000,0.03620,0.00570,0.51603,0.74472
5.75000,2.97000,0.36500,-0.34000,307.93000,0.06630,0.00740,0.51603,0.74472
5.75000,2.97000,0.36500,-0.34000,322.78000,0.09090,0.00730,0.51603,0.74472
5.75000,2.97000,0.36500,-0.34000,337.51000,0.12190,0.00850,0.51603,0.74472
5.75000,2.97000,0.36500,-0.34000,352.52000,0.13580,0.01010,0.51603,0.74472
5.75000,2.97000,0.36500,-0.45000,7.76000,0.14010,0.01130,0.44130,0.59989
5.75000,2.97000,0.36500,-0.45000,22.66000,0.10500,0.00860,0.44130,0.59989
5.75000,2.97000,0.36500,-0.45000,37.33000,0.05760,0.00500,0.44130,0.59989
5.75000,2.97000,0.36500,-0.45000,51.94000,0.04620,0.00420,0.44130,0.59989
5.75000,2.97000,0.36500,-0.45000,67.01000,0.02880,0.00360,0.44130,0.59989
5.75000,2.97000,0.36500,-0.45000,82.08000,0.01620,0.00340,0.44130,0.59989
5.75000,2.97000,0.36500,-0.45000,97.15000,0.01840,0.00370,0.44130,0.59989
5.75000,2.97000,0.36500,-0.45000,112.22000,0.01300,0.00230,0.44130,0.59989
5.75000,2.97000,0.36500,-0.45000,127.28000,0.01260,0.00290,0.44130,0.59989
5.75000,2.97000,0.36500,-0.45000,142.33000,0.00000,0.00000,0.44130,0.59989
5.75000,2.97000,0.36500,-0.45000,157.42000,0.01080,0.00380,0.44130,0.59989
5.75000,2.97000,0.36500,-0.45000,172.49000,0.00530,0.00270,0.44130,0.59989
5.75000,2.97000,0.36500,-0.45000,187.51000,0.00450,0.00240,0.44130,0.59989
5.75000,2.97000,0.36500,-0.45000,202.58000,0.00730,0.00250,0.44130,0.59989
5.75000,2.97000,0.36500,-0.45000,217.67000,0.00820,0.00220,0.44130,0.59989
5.75000,2.97000,0.36500,-0.45000,232.72000,0.01100,0.00290,0.44130,0.59989
5.75000,2.97000,0.36500,-0.45000,247.78000,0.01220,0.00260,0.44130,0.59989
5.75000,2.97000,0.36500,-0.45000,262.85000,0.01350,0.00270,0.44130,0.59989
5.75000,2.97000,0.36500,-0.45000,277.92000,0.01790,0.00290,0.44130,0.59989
5.75000,2.97000,0.36500,-0.45000,292.99000,0.02330,0.00350,0.44130,0.59989
5.75000,2.97000,0.36500,-0.45000,308.06000,0.04750,0.00510,0.44130,0.59989
5.75000,2.97000,0.36500,-0.45000,322.67000,0.06500,0.00530,0.44130,0.59989
5.75000,2.97000,0.36500,-0.45000,337.34000,0.11810,0.00740,0.44130,0.59989
5.75000,2.97000,0.36500,-0.45000,352.24000,0.17860,0.01120,0.44130,0.59989
5.75000,2.44000,0.39300,-0.21000,7.48000,0.00000,0.00000,0.63746,0.99538
5.75000,2.44000,0.39300,-0.21000,22.44000,0.03580,0.01800,0.63746,0.99538
5.75000,2.44000,0.39300,-0.21000,37.41000,0.04510,0.01860,0.63746,0.99538
5.75000,2.44000,0.39300,-0.21000,52.39000,0.06220,0.02270,0.63746,0.99538
5.75000,2.44000,0.39300,-0.21000,67.38000,0.00000,0.00000,0.63746,0.99538
5.75000,2.44000,0.39300,-0.21000,82.37000,0.00000,0.00000,0.63746,0.99538
5.75000,2.44000,0.39300,-0.21000,97.38000,0.00000,0.00000,0.63746,0.99538
5.75000,2.44000,0.39300,-0.21000,112.39000,0.00000,0.00000,0.63746,0.99538
5.75000,2.44000,0.39300,-0.21000,127.41000,0.00000,0.00000,0.63746,0.99538
5.75000,2.44000,0.39300,-0.21000,142.43000,0.00000,0.00000,0.63746,0.99538
5.75000,2.44000,0.39300,-0.21000,157.45000,0.00000,0.00000,0.63746,0.99538
5.75000,2.44000,0.39300,-0.21000,172.48000,0.00000,0.00000,0.63746,0.99538
5.75000,2.44000,0.39300,-0.21000,187.52000,0.00000,0.00000,0.63746,0.99538
5.75000,2.44000,0.39300,-0.21000,202.55000,0.00000,0.00000,0.63746,0.99538
5.75000,2.44000,0.39300,-0.21000,217.57000,0.00000,0.00000,0.63746,0.99538
5.75000,2.44000,0.39300,-0.21000,232.59000,0.00000,0.00000,0.63746,0.99538
5.75000,2.44000,0.39300,-0.21000,247.61000,0.00000,0.00000,0.63746,0.99538
5.75000,2.44000,0.39300,-0.21000,262.62000,0.00000,0.00000,0.63746,0.99538
5.75000,2.44000,0.39300,-0.21000,277.63000,0.00000,0.00000,0.63746,0.99538
5.75000,2.44000,0.39300,-0.21000,292.62000,0.00000,0.00000,0.63746,0.99538
5.75000,2.44000,0.39300,-0.21000,307.61000,0.03080,0.01410,0.63746,0.99538
5.75000,2.44000,0.39300,-0.21000,322.59000,0.04390,0.01700,0.63746,0.99538
5.75000,2.44000,0.39300,-0.21000,337.56000,0.04880,0.01500,0.63746,0.99538
5.75000,2.44000,0.39300,-0.21000,352.52000,0.06710,0.02170,0.63746,0.99538
5.75000,2.48000,0.40000,-0.26000,7.46000,0.04790,0.00780,0.58528,0.88573
5.75000,2.48000,0.40000,-0.26000,22.38000,0.04540,0.00790,0.58528,0.88573
5.75000,2.48000,0.40000,-0.26000,37.32000,0.04400,0.00770,0.58528,0.88573
5.75000,2.48000,0.40000,-0.26000,52.29000,0.03890,0.00710,0.58528,0.88573
